order_id,order_date,expected_delivery_date,actual_delivery_date,supplier_id,product_id,warehouse_id,quantity_ordered,quantity_received,unit_cost_usd,total_cost_usd,order_status,delivery_status,days_late,quality_score,defect_quantity,payment_status,shipping_mode,order_year,order_month,order_month_name,order_quarter,order_year_month,actual_lead_time,fill_rate,is_perfect_order,supplier_name,country,tier,supplier_category,product_name,product_category,warehouse_name,city
PO00925,2023-05-11,2023-05-23,2023-05-26,SUP007,PRD007,WH006,100,99,34.96,3495.96,Delivered,Late,3.0,3.1,3,Paid,Rail,2023,5,May,2,2023-05,15.0,99.0,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Madinah Distribution Center,Madinah
PO00926,2024-10-07,2024-11-03,,SUP008,PRD017,WH003,150,0,23.32,3498.05,Pending,Pending,,,0,Pending,Express Courier,2024,10,October,4,2024-10,,0.0,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Dammam Industrial Store,Dammam
PO00927,2024-06-05,2024-06-26,,SUP002,PRD002,WH001,750,0,3.22,2416.57,In Transit,Pending,,,0,Pending,Rail,2024,6,June,2,2024-06,,0.0,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Riyadh Central Warehouse,Riyadh
PO00928,2023-06-30,2023-07-10,2023-07-10,SUP009,PRD009,WH001,1000,957,211.6,211598.13,Delivered,On Time,0.0,4.7,20,Paid,Air Freight,2023,6,June,2,2023-06,10.0,95.7,0,German Precision GmbH,Germany,A,Machinery Parts,Precision Gear Set PG-10,Machinery,Riyadh Central Warehouse,Riyadh
PO00929,2023-05-27,2023-06-15,2023-06-14,SUP001,PRD001,WH004,100,92,45.19,4519.39,Delivered,On Time,0.0,4.0,1,Paid,Road Transport,2023,5,May,2,2023-05,18.0,92.0,0,Al Rajhi Materials Co.,Saudi Arabia,A,Raw Materials,Industrial Valve A-100,Valves,Dubai Free Zone Hub,Dubai
PO00930,2024-09-12,2024-10-06,2024-10-04,SUP013,PRD013,WH002,1000,975,4.99,4992.75,Delivered,On Time,0.0,3.1,43,Paid,Sea Freight,2024,9,September,3,2024-09,22.0,97.5,0,Korean Tech Parts Co.,South Korea,A,Electronics,Microchip MC-2000,Electronics,Jeddah Port Warehouse,Jeddah
PO00931,2024-01-14,2024-01-30,,SUP004,PRD016,WH005,1000,0,53.29,53290.97,Pending,Pending,,,0,Pending,Rail,2024,1,January,1,2024-01,,0.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Aluminum Sheet 2mm,Raw Materials,Jubail Chemical Storage,Jubail
PO00932,2023-10-30,2023-11-24,2023-11-24,SUP015,PRD015,WH006,150,149,8.35,1252.54,Delivered,On Time,0.0,4.5,0,Paid,Air Freight,2023,10,October,4,2023-10,25.0,99.33,1,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Madinah Distribution Center,Madinah
PO00933,2023-03-18,2023-03-31,2023-04-05,SUP006,PRD006,WH005,300,296,15.41,4623.7,Delivered,Late,5.0,3.1,1,Paid,Express Courier,2023,3,March,1,2023-03,18.0,98.67,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Jubail Chemical Storage,Jubail
PO00934,2024-11-07,2024-11-30,2024-11-28,SUP014,PRD014,WH006,200,193,68.9,13780.44,Delivered,On Time,0.0,3.5,1,Paid,Road Transport,2024,11,November,4,2024-11,21.0,96.5,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Madinah Distribution Center,Madinah
PO00935,2023-05-15,2023-06-03,2023-05-31,SUP004,PRD018,WH001,200,194,0.89,177.59,Delivered,On Time,0.0,3.1,6,Pending,Air Freight,2023,5,May,2,2023-05,16.0,97.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Stainless Steel Bolt M10,Steel,Riyadh Central Warehouse,Riyadh
PO00936,2024-10-15,2024-11-08,2024-11-10,SUP006,PRD006,WH005,750,734,15.66,11745.32,Delivered,Late,2.0,3.8,13,Pending,Air Freight,2024,10,October,4,2024-10,26.0,97.87,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Jubail Chemical Storage,Jubail
PO00937,2023-04-26,2023-05-13,,SUP015,PRD015,WH004,200,0,8.19,1637.01,In Transit,Pending,,,0,Pending,Sea Freight,2023,4,April,2,2023-04,,0.0,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Dubai Free Zone Hub,Dubai
PO00938,2023-06-30,2023-07-06,,SUP008,PRD017,WH006,500,0,23.23,11612.95,In Transit,Pending,,,0,Pending,Rail,2023,6,June,2,2023-06,,0.0,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Madinah Distribution Center,Madinah
PO00939,2024-05-15,2024-05-25,2024-05-24,SUP010,PRD010,WH006,500,453,12.14,6070.11,Delivered,On Time,0.0,4.5,5,Paid,Rail,2024,5,May,2,2024-05,9.0,90.6,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Madinah Distribution Center,Madinah
PO00940,2024-03-11,2024-03-22,,SUP007,PRD007,WH001,200,0,32.03,6406.25,Pending,Pending,,,0,Pending,Sea Freight,2024,3,March,1,2024-03,,0.0,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Riyadh Central Warehouse,Riyadh
PO00941,2023-11-12,2023-12-03,2023-12-04,SUP008,PRD017,WH002,150,144,21.2,3179.68,Delivered,Late,1.0,3.0,5,Pending,Road Transport,2023,11,November,4,2023-11,22.0,96.0,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Jeddah Port Warehouse,Jeddah
PO00942,2023-12-28,2024-01-01,,SUP013,PRD013,WH006,200,0,5.27,1054.53,Cancelled,Cancelled,,,0,Cancelled,Air Freight,2023,12,December,4,2023-12,,0.0,0,Korean Tech Parts Co.,South Korea,A,Electronics,Microchip MC-2000,Electronics,Madinah Distribution Center,Madinah
PO00943,2023-06-10,2023-06-20,2023-06-18,SUP014,PRD014,WH006,1000,973,69.11,69112.44,Delivered,On Time,0.0,4.9,1,Paid,Express Courier,2023,6,June,2,2023-06,8.0,97.3,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Madinah Distribution Center,Madinah
PO00944,2023-04-15,2023-04-19,2023-04-18,SUP009,PRD009,WH004,200,180,220.14,44028.24,Delivered,On Time,0.0,4.5,7,Pending,Air Freight,2023,4,April,2,2023-04,3.0,90.0,0,German Precision GmbH,Germany,A,Machinery Parts,Precision Gear Set PG-10,Machinery,Dubai Free Zone Hub,Dubai
PO00945,2023-10-04,2023-10-09,,SUP014,PRD014,WH001,500,0,61.95,30973.25,Cancelled,Cancelled,,,0,Cancelled,Express Courier,2023,10,October,4,2023-10,,0.0,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Riyadh Central Warehouse,Riyadh
PO00946,2024-09-11,2024-10-07,,SUP015,PRD015,WH001,200,0,8.38,1676.56,In Transit,Pending,,,0,Pending,Road Transport,2024,9,September,3,2024-09,,0.0,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Riyadh Central Warehouse,Riyadh
PO00947,2023-11-28,2023-12-09,,SUP007,PRD007,WH003,200,0,30.88,6175.69,Pending,Pending,,,0,Pending,Express Courier,2023,11,November,4,2023-11,,0.0,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Dammam Industrial Store,Dammam
PO00948,2024-04-27,2024-05-02,2024-05-02,SUP007,PRD007,WH004,1000,950,34.97,34967.0,Delivered,On Time,0.0,3.8,47,Pending,Express Courier,2024,4,April,2,2024-04,5.0,95.0,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Dubai Free Zone Hub,Dubai
PO00949,2023-04-21,2023-04-24,,SUP008,PRD008,WH005,200,0,8.65,1729.01,In Transit,Pending,,,0,Pending,Rail,2023,4,April,2,2023-04,,0.0,0,Mumbai Plastics Inc.,India,C,Plastics,PVC Pipe 3-inch 6m,Plastics,Jubail Chemical Storage,Jubail
PO00950,2024-07-30,2024-08-06,2024-08-03,SUP002,PRD002,WH003,750,719,3.29,2468.43,Delivered,On Time,0.0,3.2,14,Pending,Express Courier,2024,7,July,3,2024-07,4.0,95.87,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Dammam Industrial Store,Dammam
PO00951,2023-08-27,2023-09-12,2023-09-11,SUP001,PRD001,WH003,500,493,46.95,23474.32,Delivered,On Time,0.0,3.5,5,Pending,Road Transport,2023,8,August,3,2023-08,15.0,98.6,0,Al Rajhi Materials Co.,Saudi Arabia,A,Raw Materials,Industrial Valve A-100,Valves,Dammam Industrial Store,Dammam
PO00952,2024-10-29,2024-11-23,,SUP004,PRD016,WH004,1000,0,56.83,56827.16,Pending,Pending,,,0,Pending,Sea Freight,2024,10,October,4,2024-10,,0.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Aluminum Sheet 2mm,Raw Materials,Dubai Free Zone Hub,Dubai
PO00953,2023-04-18,2023-04-25,2023-04-23,SUP007,PRD007,WH004,750,740,31.22,23414.6,Delivered,On Time,0.0,3.2,32,Pending,Express Courier,2023,4,April,2,2023-04,5.0,98.67,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Dubai Free Zone Hub,Dubai
PO00954,2024-05-13,2024-05-16,2024-05-20,SUP003,PRD003,WH004,250,238,27.19,6798.59,Delivered,Late,4.0,4.2,4,Paid,Express Courier,2024,5,May,2,2024-05,7.0,95.2,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Dubai Free Zone Hub,Dubai
PO00955,2024-12-02,2024-12-16,,SUP004,PRD018,WH006,250,0,0.87,216.92,Cancelled,Cancelled,,,0,Cancelled,Air Freight,2024,12,December,4,2024-12,,0.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Stainless Steel Bolt M10,Steel,Madinah Distribution Center,Madinah
PO00956,2023-12-05,2023-12-24,,SUP015,PRD015,WH002,50,0,7.78,389.08,Pending,Pending,,,0,Pending,Air Freight,2023,12,December,4,2023-12,,0.0,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Jeddah Port Warehouse,Jeddah
PO00957,2023-06-03,2023-06-15,2023-06-13,SUP008,PRD008,WH001,100,90,8.89,888.63,Delivered,On Time,0.0,3.9,0,Paid,Air Freight,2023,6,June,2,2023-06,10.0,90.0,0,Mumbai Plastics Inc.,India,C,Plastics,PVC Pipe 3-inch 6m,Plastics,Riyadh Central Warehouse,Riyadh
PO00958,2023-12-20,2023-12-31,2023-12-31,SUP011,PRD011,WH002,500,496,91.35,45677.02,Delivered,On Time,0.0,4.1,15,Paid,Air Freight,2023,12,December,4,2023-12,11.0,99.2,0,Oman Mineral Resources,Oman,B,Raw Materials,Copper Wire Spool 500m,Raw Materials,Jeddah Port Warehouse,Jeddah
PO00959,2023-04-16,2023-04-24,2023-04-21,SUP012,PRD012,WH003,500,466,20.26,10128.74,Delivered,On Time,0.0,4.5,13,Paid,Express Courier,2023,4,April,2,2023-04,5.0,93.2,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Dammam Industrial Store,Dammam
PO00960,2024-11-15,2024-11-23,2024-11-30,SUP015,PRD015,WH002,150,137,8.46,1268.74,Delivered,Very Late,7.0,4.0,0,Paid,Sea Freight,2024,11,November,4,2024-11,15.0,91.33,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Jeddah Port Warehouse,Jeddah
PO00961,2023-05-21,2023-06-14,,SUP009,PRD009,WH004,300,0,209.03,62709.18,Pending,Pending,,,0,Pending,Sea Freight,2023,5,May,2,2023-05,,0.0,0,German Precision GmbH,Germany,A,Machinery Parts,Precision Gear Set PG-10,Machinery,Dubai Free Zone Hub,Dubai
PO00962,2023-09-04,2023-10-01,,SUP009,PRD009,WH004,750,0,210.68,158011.68,In Transit,Pending,,,0,Pending,Express Courier,2023,9,September,3,2023-09,,0.0,0,German Precision GmbH,Germany,A,Machinery Parts,Precision Gear Set PG-10,Machinery,Dubai Free Zone Hub,Dubai
PO00963,2023-11-21,2023-12-20,2023-12-23,SUP009,PRD009,WH005,1000,944,217.07,217074.01,Delivered,Late,3.0,4.4,11,Paid,Rail,2023,11,November,4,2023-11,32.0,94.4,0,German Precision GmbH,Germany,A,Machinery Parts,Precision Gear Set PG-10,Machinery,Jubail Chemical Storage,Jubail
PO00964,2024-10-29,2024-11-28,,SUP006,PRD006,WH001,750,0,16.78,12587.54,In Transit,Pending,,,0,Pending,Road Transport,2024,10,October,4,2024-10,,0.0,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Riyadh Central Warehouse,Riyadh
PO00965,2024-03-10,2024-03-19,,SUP004,PRD018,WH005,300,0,0.83,249.1,In Transit,Pending,,,0,Pending,Sea Freight,2024,3,March,1,2024-03,,0.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Stainless Steel Bolt M10,Steel,Jubail Chemical Storage,Jubail
PO00966,2023-07-20,2023-07-29,2023-08-05,SUP008,PRD017,WH005,250,237,23.02,5754.38,Delivered,Very Late,7.0,3.0,3,Paid,Rail,2023,7,July,3,2023-07,16.0,94.8,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Jubail Chemical Storage,Jubail
PO00967,2023-02-14,2023-03-09,2023-03-13,SUP012,PRD012,WH003,750,688,17.68,13260.74,Delivered,Late,4.0,4.5,22,Paid,Sea Freight,2023,2,February,1,2023-02,27.0,91.73,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Dammam Industrial Store,Dammam
PO00968,2024-09-19,2024-10-15,2024-10-16,SUP015,PRD015,WH006,100,90,8.41,841.37,Delivered,Late,1.0,4.3,0,Paid,Road Transport,2024,9,September,3,2024-09,27.0,90.0,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Madinah Distribution Center,Madinah
PO00969,2023-07-18,2023-08-16,,SUP011,PRD011,WH003,150,0,103.16,15473.49,In Transit,Pending,,,0,Pending,Express Courier,2023,7,July,3,2023-07,,0.0,0,Oman Mineral Resources,Oman,B,Raw Materials,Copper Wire Spool 500m,Raw Materials,Dammam Industrial Store,Dammam
PO00970,2024-01-11,2024-01-26,,SUP009,PRD009,WH006,50,0,201.55,10077.3,In Transit,Pending,,,0,Pending,Express Courier,2024,1,January,1,2024-01,,0.0,0,German Precision GmbH,Germany,A,Machinery Parts,Precision Gear Set PG-10,Machinery,Madinah Distribution Center,Madinah
PO00971,2023-06-01,2023-06-09,,SUP012,PRD012,WH001,50,0,18.34,916.98,Pending,Pending,,,0,Pending,Air Freight,2023,6,June,2,2023-06,,0.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Riyadh Central Warehouse,Riyadh
PO00972,2024-12-06,2024-12-29,2024-12-28,SUP009,PRD009,WH002,300,283,202.28,60683.13,Delivered,On Time,0.0,4.7,1,Pending,Sea Freight,2024,12,December,4,2024-12,22.0,94.33,0,German Precision GmbH,Germany,A,Machinery Parts,Precision Gear Set PG-10,Machinery,Jeddah Port Warehouse,Jeddah
PO00973,2023-07-06,2023-07-19,2023-07-20,SUP012,PRD012,WH002,750,681,19.65,14736.79,Delivered,Late,1.0,4.4,8,Paid,Air Freight,2023,7,July,3,2023-07,14.0,90.8,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Jeddah Port Warehouse,Jeddah
PO00974,2023-11-14,2023-11-26,2023-11-25,SUP001,PRD001,WH006,200,196,45.0,8999.02,Delivered,On Time,0.0,3.5,1,Paid,Rail,2023,11,November,4,2023-11,11.0,98.0,0,Al Rajhi Materials Co.,Saudi Arabia,A,Raw Materials,Industrial Valve A-100,Valves,Madinah Distribution Center,Madinah
PO00975,2023-09-28,2023-10-19,,SUP002,PRD002,WH003,300,0,3.41,1023.22,In Transit,Pending,,,0,Pending,Express Courier,2023,9,September,3,2023-09,,0.0,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Dammam Industrial Store,Dammam
PO00976,2024-04-05,2024-05-04,,SUP014,PRD014,WH001,150,0,67.0,10049.25,In Transit,Pending,,,0,Pending,Air Freight,2024,4,April,2,2024-04,,0.0,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Riyadh Central Warehouse,Riyadh
PO00977,2024-12-20,2025-01-17,2025-01-15,SUP007,PRD007,WH006,250,227,31.65,7913.02,Delivered,On Time,0.0,4.5,2,Pending,Sea Freight,2024,12,December,4,2024-12,26.0,90.8,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Madinah Distribution Center,Madinah
PO00978,2024-06-13,2024-06-20,,SUP011,PRD011,WH004,300,0,95.56,28666.51,Pending,Pending,,,0,Pending,Rail,2024,6,June,2,2024-06,,0.0,0,Oman Mineral Resources,Oman,B,Raw Materials,Copper Wire Spool 500m,Raw Materials,Dubai Free Zone Hub,Dubai
PO00979,2024-11-05,2024-11-30,2024-11-29,SUP010,PRD010,WH003,300,280,11.95,3585.39,Delivered,On Time,0.0,4.8,2,Paid,Rail,2024,11,November,4,2024-11,24.0,93.33,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Dammam Industrial Store,Dammam
PO00980,2024-07-13,2024-08-10,,SUP003,PRD003,WH004,500,0,29.67,14835.01,Pending,Pending,,,0,Pending,Rail,2024,7,July,3,2024-07,,0.0,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Dubai Free Zone Hub,Dubai
PO00981,2023-09-07,2023-09-20,,SUP005,PRD019,WH005,500,0,4.48,2238.81,Pending,Pending,,,0,Pending,Air Freight,2023,9,September,3,2023-09,,0.0,0,Nile Textiles Co.,Egypt,B,Textiles,Polyester Thread 1000m,Textiles,Jubail Chemical Storage,Jubail
PO00982,2024-06-03,2024-06-30,2024-06-30,SUP002,PRD002,WH004,150,148,3.5,524.51,Delivered,On Time,0.0,4.8,7,Paid,Express Courier,2024,6,June,2,2024-06,27.0,98.67,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Dubai Free Zone Hub,Dubai
PO00983,2023-05-23,2023-05-28,2023-05-26,SUP003,PRD003,WH001,750,675,27.89,20918.71,Delivered,On Time,0.0,3.3,29,Paid,Air Freight,2023,5,May,2,2023-05,3.0,90.0,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Riyadh Central Warehouse,Riyadh
PO00984,2023-08-30,2023-09-04,2023-09-02,SUP014,PRD014,WH004,150,140,70.65,10597.52,Delivered,On Time,0.0,3.9,4,Paid,Rail,2023,8,August,3,2023-08,3.0,93.33,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Dubai Free Zone Hub,Dubai
PO00985,2024-04-19,2024-05-04,2024-05-06,SUP012,PRD012,WH001,250,245,19.06,4764.29,Delivered,Late,2.0,4.5,5,Pending,Road Transport,2024,4,April,2,2024-04,17.0,98.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Riyadh Central Warehouse,Riyadh
PO00986,2024-05-15,2024-06-06,2024-06-04,SUP011,PRD011,WH002,50,48,92.22,4610.88,Delivered,On Time,0.0,4.5,2,Paid,Air Freight,2024,5,May,2,2024-05,20.0,96.0,0,Oman Mineral Resources,Oman,B,Raw Materials,Copper Wire Spool 500m,Raw Materials,Jeddah Port Warehouse,Jeddah
PO00987,2023-02-15,2023-02-20,,SUP004,PRD016,WH004,500,0,57.65,28822.94,In Transit,Pending,,,0,Pending,Rail,2023,2,February,1,2023-02,,0.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Aluminum Sheet 2mm,Raw Materials,Dubai Free Zone Hub,Dubai
PO00988,2023-06-04,2023-06-28,,SUP005,PRD019,WH004,50,0,4.45,222.56,Pending,Pending,,,0,Pending,Rail,2023,6,June,2,2023-06,,0.0,0,Nile Textiles Co.,Egypt,B,Textiles,Polyester Thread 1000m,Textiles,Dubai Free Zone Hub,Dubai
PO00989,2023-07-03,2023-07-22,2023-07-23,SUP003,PRD003,WH006,100,96,27.94,2793.99,Delivered,Late,1.0,3.8,3,Paid,Express Courier,2023,7,July,3,2023-07,20.0,96.0,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Madinah Distribution Center,Madinah
PO00990,2024-06-03,2024-06-21,,SUP007,PRD007,WH001,500,0,34.1,17051.26,In Transit,Pending,,,0,Pending,Road Transport,2024,6,June,2,2024-06,,0.0,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Riyadh Central Warehouse,Riyadh
PO00991,2024-03-11,2024-04-08,,SUP005,PRD005,WH005,1000,0,85.5,85503.52,Pending,Pending,,,0,Pending,Rail,2024,3,March,1,2024-03,,0.0,0,Nile Textiles Co.,Egypt,B,Textiles,Cotton Fabric Roll 50m,Textiles,Jubail Chemical Storage,Jubail
PO00992,2024-12-30,2025-01-27,2025-02-08,SUP006,PRD006,WH001,100,91,15.43,1542.94,Delivered,Very Late,12.0,3.7,4,Paid,Express Courier,2024,12,December,4,2024-12,40.0,91.0,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Riyadh Central Warehouse,Riyadh
PO00993,2024-04-10,2024-04-22,2024-04-19,SUP007,PRD007,WH004,300,277,33.01,9901.56,Delivered,On Time,0.0,3.7,4,Paid,Air Freight,2024,4,April,2,2024-04,9.0,92.33,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Dubai Free Zone Hub,Dubai
PO00994,2023-10-28,2023-11-14,,SUP006,PRD006,WH001,250,0,16.47,4116.25,In Transit,Pending,,,0,Pending,Express Courier,2023,10,October,4,2023-10,,0.0,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Riyadh Central Warehouse,Riyadh
PO00995,2023-04-25,2023-05-21,,SUP006,PRD006,WH005,200,0,15.38,3075.3,In Transit,Pending,,,0,Pending,Express Courier,2023,4,April,2,2023-04,,0.0,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Jubail Chemical Storage,Jubail
PO00996,2023-04-07,2023-04-25,,SUP003,PRD003,WH006,250,0,28.05,7012.66,In Transit,Pending,,,0,Pending,Rail,2023,4,April,2,2023-04,,0.0,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Madinah Distribution Center,Madinah
PO00997,2024-12-06,2025-01-04,,SUP010,PRD010,WH006,750,0,11.47,8604.87,Cancelled,Cancelled,,,0,Cancelled,Road Transport,2024,12,December,4,2024-12,,0.0,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Madinah Distribution Center,Madinah
PO00998,2024-01-17,2024-02-12,2024-02-12,SUP001,PRD001,WH005,250,235,48.15,12037.47,Delivered,On Time,0.0,3.0,11,Paid,Sea Freight,2024,1,January,1,2024-01,26.0,94.0,0,Al Rajhi Materials Co.,Saudi Arabia,A,Raw Materials,Industrial Valve A-100,Valves,Jubail Chemical Storage,Jubail
PO00999,2024-03-19,2024-03-30,2024-03-28,SUP002,PRD002,WH005,200,195,3.17,634.58,Delivered,On Time,0.0,3.9,7,Paid,Sea Freight,2024,3,March,1,2024-03,9.0,97.5,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Jubail Chemical Storage,Jubail
PO01000,2024-09-11,2024-09-23,2024-09-20,SUP007,PRD007,WH006,500,482,30.87,15433.15,Delivered,On Time,0.0,3.5,11,Paid,Air Freight,2024,9,September,3,2024-09,9.0,96.4,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Madinah Distribution Center,Madinah
PO01001,2023-01-19,2023-01-24,2023-01-29,SUP012,PRD012,WH002,300,286,18.52,5556.05,Delivered,Late,5.0,4.0,7,Paid,Road Transport,2023,1,January,1,2023-01,10.0,95.33,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Jeddah Port Warehouse,Jeddah
PO01002,2024-03-31,2024-04-18,2024-04-16,SUP003,PRD003,WH006,100,96,29.74,2974.16,Delivered,On Time,0.0,4.1,1,Paid,Express Courier,2024,3,March,1,2024-03,16.0,96.0,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Madinah Distribution Center,Madinah
PO01003,2024-01-14,2024-01-31,,SUP005,PRD019,WH003,50,0,4.38,219.01,Pending,Pending,,,0,Pending,Express Courier,2024,1,January,1,2024-01,,0.0,0,Nile Textiles Co.,Egypt,B,Textiles,Polyester Thread 1000m,Textiles,Dammam Industrial Store,Dammam
PO01004,2023-06-20,2023-07-06,,SUP010,PRD010,WH005,50,0,12.75,637.62,In Transit,Pending,,,0,Pending,Road Transport,2023,6,June,2,2023-06,,0.0,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Jubail Chemical Storage,Jubail
PO01005,2024-07-23,2024-08-07,,SUP012,PRD012,WH002,150,0,18.63,2793.77,Cancelled,Cancelled,,,0,Cancelled,Sea Freight,2024,7,July,3,2024-07,,0.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Jeddah Port Warehouse,Jeddah
PO01006,2023-04-10,2023-04-16,2023-04-14,SUP007,PRD007,WH002,300,292,34.1,10229.52,Delivered,On Time,0.0,3.8,8,Paid,Sea Freight,2023,4,April,2,2023-04,4.0,97.33,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Jeddah Port Warehouse,Jeddah
PO01007,2024-11-11,2024-12-01,,SUP015,PRD015,WH005,500,0,7.67,3836.68,Cancelled,Cancelled,,,0,Cancelled,Rail,2024,11,November,4,2024-11,,0.0,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Jubail Chemical Storage,Jubail
PO01008,2024-05-21,2024-06-19,,SUP013,PRD020,WH003,150,0,45.72,6858.1,Pending,Pending,,,0,Pending,Air Freight,2024,5,May,2,2024-05,,0.0,0,Korean Tech Parts Co.,South Korea,A,Electronics,Sensor Module SM-300,Electronics,Dammam Industrial Store,Dammam
PO01009,2024-02-14,2024-03-14,,SUP005,PRD005,WH005,750,0,89.12,66837.32,In Transit,Pending,,,0,Pending,Sea Freight,2024,2,February,1,2024-02,,0.0,0,Nile Textiles Co.,Egypt,B,Textiles,Cotton Fabric Roll 50m,Textiles,Jubail Chemical Storage,Jubail
PO01010,2024-01-28,2024-02-13,2024-02-10,SUP010,PRD010,WH004,1000,999,11.99,11985.04,Delivered,On Time,0.0,4.2,36,Paid,Air Freight,2024,1,January,1,2024-01,13.0,99.9,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Dubai Free Zone Hub,Dubai
PO01011,2023-06-20,2023-06-25,,SUP010,PRD010,WH006,50,0,12.74,636.87,In Transit,Pending,,,0,Pending,Rail,2023,6,June,2,2023-06,,0.0,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Madinah Distribution Center,Madinah
