shipment_id,order_id,shipment_date,estimated_arrival,actual_arrival,origin_city,origin_country,destination_city,destination_country,carrier_name,shipping_mode,weight_kg,volume_cbm,shipping_cost_usd,insurance_cost_usd,customs_clearance_days,shipment_status,damage_flag,temperature_controlled
SHP00770,PO00971,2023-06-03,2023-06-08,2023-06-11,Amman,Jordan,Madinah,Saudi Arabia,NAQEL Express,Rail,4019.3,14.08,6273.56,472.98,1,Delivered,0,0
SHP00771,PO00841,2023-08-10,2023-08-14,2023-08-14,Mumbai,India,Jeddah,Saudi Arabia,Saudi Post Logistics,Rail,4983.8,14.95,7719.65,586.56,1,Delayed,0,1
SHP00772,PO01422,2024-05-20,2024-05-24,2024-05-27,Dammam,Saudi Arabia,Jeddah,Saudi Arabia,DHL Global,Air Freight,4255.0,14.11,8763.09,621.06,5,Customs Hold,0,0
SHP00773,PO01380,2023-01-18,2023-02-08,2023-02-08,Manama,Bahrain,Jubail,Saudi Arabia,DB Schenker,Sea Freight,3609.3,16.44,10822.38,721.89,5,Delivered,0,0
SHP00774,PO01628,2024-09-20,2024-10-06,2024-10-06,Seoul,South Korea,Dammam,Saudi Arabia,Saudi Post Logistics,Road Transport,2849.2,8.28,1579.87,109.48,6,In Transit,0,0
SHP00775,PO01455,2024-07-11,2024-08-05,2024-08-05,Kuala Lumpur,Malaysia,Riyadh,Saudi Arabia,DB Schenker,Sea Freight,3932.5,17.56,2409.99,82.68,1,Delivered,0,1
SHP00776,PO00083,2023-10-27,2023-11-13,2023-11-13,Manama,Bahrain,Dubai,UAE,Aramex,Air Freight,3678.2,14.67,10100.11,656.0,4,Delivered,0,0
SHP00777,PO00530,2024-04-05,2024-04-25,2024-04-25,Istanbul,Turkey,Jubail,Saudi Arabia,Saudi Post Logistics,Sea Freight,3995.0,14.35,7955.62,488.31,6,Delivered,0,0
SHP00778,PO00565,2023-04-16,2023-05-04,2023-05-04,Amman,Jordan,Dubai,UAE,FedEx,Rail,4553.4,13.71,11833.23,465.72,2,Delivered,0,0
SHP00779,PO00881,2023-12-18,2024-01-03,2024-01-03,Mumbai,India,Madinah,Saudi Arabia,Agility Logistics,Sea Freight,3850.9,22.47,4712.31,157.69,0,Delivered,1,0
SHP00780,PO00773,2023-07-07,2023-07-18,2023-07-23,Riyadh,Saudi Arabia,Riyadh,Saudi Arabia,Agility Logistics,Rail,4241.3,17.46,3686.32,245.45,0,Delivered,1,1
SHP00781,PO01179,2023-10-25,2023-10-30,2023-10-30,Istanbul,Turkey,Madinah,Saudi Arabia,Saudi Post Logistics,Sea Freight,2081.7,6.73,2579.38,206.29,7,Delivered,0,1
SHP00782,PO01409,2023-02-26,2023-03-16,2023-03-16,Jeddah,Saudi Arabia,Dammam,Saudi Arabia,Agility Logistics,Rail,2018.3,6.0,1856.58,135.59,0,Delivered,0,0
SHP00783,PO00148,2023-10-10,2023-10-30,2023-10-30,Cairo,Egypt,Dubai,UAE,Agility Logistics,Road Transport,4434.7,25.31,6857.62,477.08,6,In Transit,1,0
SHP00784,PO01339,2024-08-12,2024-08-27,2024-08-27,Dammam,Saudi Arabia,Riyadh,Saudi Arabia,DHL Global,Road Transport,3564.6,12.27,2074.73,142.72,6,Customs Hold,0,0
SHP00785,PO01278,2023-02-25,2023-03-01,2023-03-02,Dammam,Saudi Arabia,Dubai,UAE,Maersk Line,Rail,1950.2,8.23,5705.02,212.17,0,Delivered,0,0
SHP00786,PO00322,2024-09-26,2024-10-20,2024-10-20,Munich,Germany,Madinah,Saudi Arabia,Saudi Post Logistics,Air Freight,3521.3,10.39,6167.37,284.07,1,Delivered,0,0
SHP00787,PO01822,2024-04-19,2024-05-07,2024-05-07,Mumbai,India,Riyadh,Saudi Arabia,Aramex,Sea Freight,1156.7,3.79,1861.08,99.52,6,Delivered,0,0
SHP00788,PO00838,2024-09-05,2024-09-10,2024-09-10,Amman,Jordan,Riyadh,Saudi Arabia,Saudi Post Logistics,Road Transport,4909.8,32.37,14287.76,419.87,5,Delivered,0,0
SHP00789,PO01634,2023-04-23,2023-04-27,2023-04-27,Dubai,UAE,Dammam,Saudi Arabia,Agility Logistics,Air Freight,4667.2,21.85,6967.5,202.25,6,Delivered,0,0
SHP00790,PO01328,2023-01-17,2023-02-09,2023-02-09,Dubai,UAE,Jeddah,Saudi Arabia,NAQEL Express,Express Courier,4369.2,18.25,12584.62,308.74,3,Delivered,0,0
SHP00791,PO00447,2023-12-27,2024-01-12,2024-01-13,Munich,Germany,Riyadh,Saudi Arabia,DB Schenker,Road Transport,2673.3,17.36,1778.66,141.61,6,Delivered,0,1
SHP00792,PO00854,2024-04-12,2024-04-22,2024-04-22,Istanbul,Turkey,Riyadh,Saudi Arabia,Aramex,Rail,3861.6,19.34,9773.79,270.25,4,Customs Hold,0,0
SHP00793,PO01386,2023-02-05,2023-02-07,2023-02-07,Munich,Germany,Jubail,Saudi Arabia,DHL Global,Air Freight,2935.2,12.3,5983.58,311.83,0,In Transit,0,1
SHP00794,PO01349,2024-02-03,2024-02-19,2024-02-21,Munich,Germany,Dammam,Saudi Arabia,DHL Global,Air Freight,4476.5,17.69,7694.36,581.36,3,Delivered,0,1
SHP00795,PO00663,2023-05-16,2023-06-05,2023-06-05,Riyadh,Saudi Arabia,Jubail,Saudi Arabia,Maersk Line,Express Courier,647.7,4.23,674.63,42.33,0,Delivered,0,1
SHP00796,PO00231,2024-12-31,2025-01-12,2025-01-12,Manama,Bahrain,Madinah,Saudi Arabia,Agility Logistics,Express Courier,2972.0,10.73,8629.43,575.36,1,Delivered,0,0
SHP00797,PO00857,2024-12-19,2025-01-10,2025-01-15,Amman,Jordan,Riyadh,Saudi Arabia,DB Schenker,Rail,4815.8,15.25,11747.9,336.59,1,Delivered,0,0
SHP00798,PO01160,2023-11-21,2023-12-05,2023-12-05,Milan,Italy,Jubail,Saudi Arabia,DB Schenker,Express Courier,2570.8,9.81,6678.91,367.92,5,Delivered,0,0
SHP00799,PO01766,2024-01-13,2024-01-15,2024-01-15,Seoul,South Korea,Jubail,Saudi Arabia,DB Schenker,Rail,1878.7,5.47,2601.77,163.72,1,In Transit,0,0
SHP00800,PO01763,2023-05-22,2023-05-30,2023-06-05,Seoul,South Korea,Jubail,Saudi Arabia,Saudi Post Logistics,Sea Freight,1550.9,4.62,2984.74,194.69,4,Delivered,0,0
SHP00801,PO01083,2024-01-08,2024-02-02,2024-02-05,Seoul,South Korea,Dubai,UAE,FedEx,Air Freight,3855.9,12.07,2149.35,171.45,4,Customs Hold,1,0
SHP00802,PO01002,2024-04-03,2024-04-08,2024-04-08,Dammam,Saudi Arabia,Dubai,UAE,FedEx,Express Courier,1852.2,5.83,4534.55,224.01,5,Delivered,0,0
SHP00803,PO01409,2023-03-01,2023-03-09,2023-03-09,Jeddah,Saudi Arabia,Dammam,Saudi Arabia,Maersk Line,Express Courier,1135.3,5.56,2882.47,105.95,2,Delivered,0,0
SHP00804,PO01157,2023-11-07,2023-11-12,2023-11-12,Cairo,Egypt,Jubail,Saudi Arabia,Agility Logistics,Road Transport,1935.4,10.23,2760.15,206.8,6,In Transit,1,0
SHP00805,PO00335,2023-05-20,2023-06-04,2023-06-04,Muscat,Oman,Jeddah,Saudi Arabia,Aramex,Rail,1735.3,5.24,1400.24,45.3,5,Delayed,0,0
SHP00806,PO01149,2024-09-14,2024-09-21,2024-09-21,Amman,Jordan,Madinah,Saudi Arabia,NAQEL Express,Rail,449.3,1.3,696.97,37.53,5,Customs Hold,0,0
SHP00807,PO01353,2023-04-05,2023-04-15,2023-04-17,Kuala Lumpur,Malaysia,Jubail,Saudi Arabia,FedEx,Road Transport,522.6,1.6,1100.78,68.02,1,Delivered,0,1
SHP00808,PO01508,2023-11-17,2023-12-05,2023-12-07,Munich,Germany,Madinah,Saudi Arabia,Agility Logistics,Rail,4290.9,15.47,11675.92,529.17,7,Delayed,0,0
SHP00809,PO01300,2023-06-26,2023-07-20,2023-07-21,Istanbul,Turkey,Jeddah,Saudi Arabia,Maersk Line,Road Transport,57.6,0.29,64.85,4.18,2,Delivered,0,0
SHP00810,PO00916,2023-12-14,2024-01-04,2024-01-04,Shanghai,China,Dubai,UAE,DB Schenker,Air Freight,709.6,3.69,755.68,43.04,2,Delivered,0,0
SHP00811,PO00977,2024-12-22,2025-01-07,2025-01-07,Shanghai,China,Dubai,UAE,Saudi Post Logistics,Sea Freight,866.0,5.05,2174.8,112.07,5,Delivered,0,1
SHP00812,PO01078,2023-12-26,2023-12-29,2023-12-29,Muscat,Oman,Dammam,Saudi Arabia,FedEx,Express Courier,4144.2,14.18,7606.99,399.53,4,Delivered,0,0
SHP00813,PO01630,2024-04-11,2024-04-27,2024-04-27,Kuala Lumpur,Malaysia,Madinah,Saudi Arabia,FedEx,Road Transport,3333.8,10.81,4259.54,277.59,0,Customs Hold,0,1
SHP00814,PO01699,2023-04-19,2023-04-26,2023-04-26,Shanghai,China,Jeddah,Saudi Arabia,Maersk Line,Air Freight,4954.4,14.71,6322.89,157.27,6,In Transit,0,0
SHP00815,PO01947,2023-05-01,2023-05-26,2023-05-26,Muscat,Oman,Dammam,Saudi Arabia,DHL Global,Express Courier,4968.6,18.83,12264.94,403.7,6,In Transit,0,0
SHP00816,PO01176,2024-11-30,2024-12-24,2024-12-24,Shanghai,China,Dammam,Saudi Arabia,Aramex,Sea Freight,618.1,2.36,1465.4,44.51,5,Delayed,0,0
SHP00817,PO00944,2023-04-19,2023-05-06,2023-05-06,Munich,Germany,Jeddah,Saudi Arabia,FedEx,Express Courier,4580.6,17.18,12405.88,510.93,7,Delivered,0,0
SHP00818,PO01135,2024-05-18,2024-05-24,2024-05-24,Istanbul,Turkey,Madinah,Saudi Arabia,DHL Global,Sea Freight,3955.5,23.34,4504.55,226.47,6,Delivered,0,0
SHP00819,PO00655,2024-10-05,2024-10-22,2024-10-22,Cairo,Egypt,Riyadh,Saudi Arabia,DB Schenker,Express Courier,3847.7,12.73,7359.33,322.72,1,Delivered,0,1
SHP00820,PO00029,2023-05-27,2023-05-29,2023-05-29,Dammam,Saudi Arabia,Madinah,Saudi Arabia,Saudi Post Logistics,Express Courier,3488.4,10.57,4124.14,245.54,7,Customs Hold,0,0
SHP00821,PO01999,2023-10-17,2023-10-31,2023-11-02,Riyadh,Saudi Arabia,Madinah,Saudi Arabia,Aramex,Express Courier,1522.2,6.01,4009.02,308.66,5,Delivered,0,0
SHP00822,PO01522,2023-05-14,2023-05-21,2023-05-24,Mumbai,India,Dammam,Saudi Arabia,DB Schenker,Air Freight,3806.4,19.32,4111.04,188.78,5,Delivered,0,0
SHP00823,PO00436,2024-02-14,2024-02-28,2024-03-01,Kuala Lumpur,Malaysia,Dammam,Saudi Arabia,Saudi Post Logistics,Sea Freight,1073.7,6.55,1340.93,78.88,7,Delivered,0,0
SHP00824,PO00978,2024-06-15,2024-07-03,2024-07-03,Muscat,Oman,Riyadh,Saudi Arabia,Maersk Line,Rail,4219.7,12.08,6256.09,390.87,6,Delivered,0,0
SHP00825,PO00972,2024-12-07,2024-12-23,2025-01-02,Munich,Germany,Jeddah,Saudi Arabia,DB Schenker,Air Freight,1872.8,7.98,4009.82,139.14,0,Delivered,0,0
SHP00826,PO01906,2023-06-24,2023-07-18,2023-07-18,Manama,Bahrain,Jubail,Saudi Arabia,NAQEL Express,Rail,2473.6,11.56,1301.86,101.77,1,In Transit,0,0
SHP00827,PO01411,2023-07-27,2023-08-07,2023-08-07,Kuala Lumpur,Malaysia,Jeddah,Saudi Arabia,Agility Logistics,Sea Freight,957.9,4.24,1102.32,68.19,3,Delivered,0,0
SHP00828,PO01579,2023-08-18,2023-08-25,2023-08-25,Seoul,South Korea,Jubail,Saudi Arabia,DB Schenker,Road Transport,1153.7,3.57,687.17,26.87,5,Delivered,1,0
SHP00829,PO00034,2023-10-16,2023-10-24,2023-10-26,Seoul,South Korea,Riyadh,Saudi Arabia,DHL Global,Sea Freight,1825.6,11.03,2094.77,97.87,7,Customs Hold,1,1
SHP00830,PO01735,2024-04-02,2024-04-13,2024-04-13,Jeddah,Saudi Arabia,Madinah,Saudi Arabia,Saudi Post Logistics,Air Freight,4374.5,15.21,7397.49,428.37,3,Delivered,0,0
SHP00831,PO01889,2024-05-01,2024-05-22,2024-05-24,Riyadh,Saudi Arabia,Madinah,Saudi Arabia,Agility Logistics,Rail,2331.0,8.05,3115.61,118.06,0,Delivered,1,0
SHP00832,PO01885,2024-12-13,2025-01-03,2025-01-03,Milan,Italy,Jubail,Saudi Arabia,Aramex,Rail,96.9,0.34,187.47,6.19,1,Delivered,0,0
SHP00833,PO00400,2024-02-04,2024-02-19,2024-02-19,Dubai,UAE,Dubai,UAE,Agility Logistics,Express Courier,4229.3,20.39,5917.91,289.51,2,In Transit,1,0
SHP00834,PO00354,2024-12-30,2025-01-03,2025-01-03,Amman,Jordan,Madinah,Saudi Arabia,Agility Logistics,Sea Freight,2391.0,8.44,6618.25,265.79,2,Delivered,0,0
SHP00835,PO00266,2024-06-24,2024-07-06,2024-07-09,Shanghai,China,Madinah,Saudi Arabia,Agility Logistics,Air Freight,78.4,0.28,189.68,10.02,2,Delivered,0,0
SHP00836,PO01947,2023-05-02,2023-05-18,2023-05-18,Muscat,Oman,Jeddah,Saudi Arabia,Saudi Post Logistics,Air Freight,1786.2,5.39,3790.84,144.12,2,Delivered,0,1
SHP00837,PO01022,2024-08-10,2024-08-20,2024-08-20,Kuala Lumpur,Malaysia,Dammam,Saudi Arabia,NAQEL Express,Air Freight,4489.5,22.55,10754.5,810.87,1,Delayed,0,0
SHP00838,PO00101,2023-10-23,2023-10-26,2023-10-26,Cairo,Egypt,Jubail,Saudi Arabia,DB Schenker,Road Transport,3763.3,12.57,5065.57,135.08,0,Delivered,0,0
SHP00839,PO01853,2024-10-23,2024-11-15,2024-11-15,Cairo,Egypt,Madinah,Saudi Arabia,DB Schenker,Road Transport,2522.8,15.21,2599.4,134.87,6,Delivered,0,0
SHP00840,PO00606,2023-09-15,2023-09-24,2023-09-24,Munich,Germany,Dubai,UAE,NAQEL Express,Rail,1418.7,5.36,4164.12,132.91,7,Delivered,0,0
SHP00841,PO01773,2023-09-12,2023-09-19,2023-09-19,Dubai,UAE,Madinah,Saudi Arabia,DHL Global,Road Transport,52.6,0.27,64.46,3.41,7,Delivered,1,0
SHP00842,PO01974,2023-11-05,2023-11-26,2023-11-26,Cairo,Egypt,Jeddah,Saudi Arabia,Maersk Line,Road Transport,2392.5,7.97,1354.28,65.94,6,Delivered,0,0
SHP00843,PO01204,2024-02-09,2024-02-18,2024-02-18,Mumbai,India,Dubai,UAE,Saudi Post Logistics,Express Courier,618.5,2.37,988.18,37.43,3,Delivered,0,0
SHP00844,PO01323,2023-12-11,2023-12-24,2023-12-27,Amman,Jordan,Jubail,Saudi Arabia,Saudi Post Logistics,Road Transport,2290.8,11.51,5725.79,324.79,4,Delayed,0,0
SHP00845,PO01231,2024-02-20,2024-03-06,2024-03-06,Seoul,South Korea,Dubai,UAE,Aramex,Road Transport,2420.5,9.86,4135.26,141.51,2,Delivered,0,0
SHP00846,PO00933,2023-03-21,2023-04-04,2023-04-05,Istanbul,Turkey,Dubai,UAE,DHL Global,Express Courier,3792.0,11.98,6342.83,268.93,3,Delivered,0,0
SHP00847,PO01310,2023-01-28,2023-02-09,2023-02-09,Amman,Jordan,Riyadh,Saudi Arabia,Saudi Post Logistics,Sea Freight,2218.8,9.82,4163.19,154.3,5,In Transit,0,0
SHP00848,PO00621,2023-02-21,2023-03-08,2023-03-09,Riyadh,Saudi Arabia,Jeddah,Saudi Arabia,NAQEL Express,Sea Freight,4904.3,26.13,5324.76,406.09,0,In Transit,0,0
SHP00849,PO00415,2024-02-10,2024-03-05,2024-03-13,Dammam,Saudi Arabia,Dammam,Saudi Arabia,Saudi Post Logistics,Express Courier,3369.2,21.87,5019.7,344.52,2,In Transit,0,0
SHP00850,PO00001,2024-03-28,2024-04-16,2024-04-16,Kuala Lumpur,Malaysia,Jubail,Saudi Arabia,NAQEL Express,Express Courier,3275.6,12.58,8011.03,538.39,3,Delivered,0,0
SHP00851,PO01205,2023-09-09,2023-09-18,2023-09-21,Manama,Bahrain,Dubai,UAE,FedEx,Rail,4235.4,18.23,8144.88,484.14,7,Delivered,0,0
SHP00852,PO00023,2024-06-10,2024-06-20,2024-06-20,Mumbai,India,Riyadh,Saudi Arabia,Aramex,Express Courier,2028.7,5.98,5552.12,354.0,0,Delivered,0,0
SHP00853,PO00474,2024-04-13,2024-05-07,2024-05-07,Kuala Lumpur,Malaysia,Madinah,Saudi Arabia,NAQEL Express,Express Courier,833.8,4.01,912.18,36.45,4,Delivered,0,0
SHP00854,PO00248,2023-01-24,2023-02-09,2023-02-09,Shanghai,China,Riyadh,Saudi Arabia,NAQEL Express,Air Freight,1425.9,5.14,2686.45,169.25,7,Delivered,1,0
SHP00855,PO00623,2024-06-07,2024-06-19,2024-06-22,Jeddah,Saudi Arabia,Riyadh,Saudi Arabia,Maersk Line,Road Transport,1019.2,4.46,2085.76,101.44,6,Delivered,0,1
SHP00856,PO00069,2024-11-24,2024-12-07,2024-12-07,Amman,Jordan,Dubai,UAE,Maersk Line,Rail,3049.7,12.72,2019.1,55.95,1,Delivered,0,0
SHP00857,PO01601,2024-09-01,2024-09-18,2024-09-18,Istanbul,Turkey,Riyadh,Saudi Arabia,Aramex,Sea Freight,1479.5,4.33,2861.0,110.47,3,Delivered,0,0
SHP00858,PO01816,2024-07-02,2024-07-22,2024-08-01,Dammam,Saudi Arabia,Dubai,UAE,Saudi Post Logistics,Express Courier,1118.0,4.83,1287.95,96.96,3,Delayed,0,1
SHP00859,PO01057,2023-05-17,2023-06-02,2023-06-02,Seoul,South Korea,Riyadh,Saudi Arabia,Agility Logistics,Road Transport,3350.2,21.05,5017.68,245.09,5,Delivered,0,0
SHP00860,PO01872,2024-09-12,2024-09-17,2024-09-23,Munich,Germany,Dammam,Saudi Arabia,NAQEL Express,Rail,4506.0,25.58,13261.39,498.89,2,Delivered,0,0
SHP00861,PO01334,2024-06-20,2024-07-09,2024-07-09,Amman,Jordan,Jubail,Saudi Arabia,Saudi Post Logistics,Road Transport,2666.6,14.79,3617.32,181.7,5,In Transit,0,0
SHP00862,PO00044,2023-10-14,2023-10-19,2023-10-19,Amman,Jordan,Jeddah,Saudi Arabia,Saudi Post Logistics,Sea Freight,3956.6,13.32,11239.9,429.12,3,Delivered,0,0
SHP00863,PO00244,2024-10-24,2024-10-28,2024-10-28,Mumbai,India,Dubai,UAE,Agility Logistics,Rail,492.2,1.76,266.58,9.74,5,Delivered,0,1
SHP00864,PO00688,2024-11-09,2024-11-12,2024-11-12,Munich,Germany,Jubail,Saudi Arabia,Aramex,Rail,164.4,0.51,316.75,19.29,6,Delivered,0,0
SHP00865,PO00681,2023-09-17,2023-10-12,2023-10-15,Cairo,Egypt,Dubai,UAE,Maersk Line,Air Freight,3953.1,17.28,7534.83,333.09,7,Delivered,0,0
SHP00866,PO01580,2024-01-07,2024-01-24,2024-01-25,Istanbul,Turkey,Jubail,Saudi Arabia,FedEx,Road Transport,369.9,1.22,459.4,26.91,2,Delivered,0,1
SHP00867,PO01255,2023-02-06,2023-02-20,2023-02-23,Milan,Italy,Madinah,Saudi Arabia,Maersk Line,Sea Freight,3661.7,18.13,3768.98,280.53,0,Delivered,1,1
SHP00868,PO01127,2023-01-29,2023-02-15,2023-02-18,Amman,Jordan,Jubail,Saudi Arabia,DHL Global,Road Transport,100.7,0.38,77.91,3.6,7,Delivered,0,0
SHP00869,PO01209,2023-11-11,2023-11-25,2023-12-03,Dubai,UAE,Jubail,Saudi Arabia,DHL Global,Air Freight,4471.9,22.82,9242.37,347.91,1,Delivered,0,0
SHP00870,PO00208,2024-03-04,2024-03-16,2024-03-16,Amman,Jordan,Dubai,UAE,Aramex,Road Transport,2224.0,12.9,5927.41,196.45,1,Delivered,0,0
SHP00871,PO00809,2023-05-09,2023-05-29,2023-05-31,Manama,Bahrain,Jeddah,Saudi Arabia,DB Schenker,Rail,1436.5,9.12,933.46,50.26,7,Delivered,0,0
SHP00872,PO00184,2024-12-10,2024-12-15,2024-12-17,Amman,Jordan,Dammam,Saudi Arabia,Aramex,Rail,4692.2,14.88,5455.34,406.39,4,Delivered,0,0
SHP00873,PO01738,2024-09-06,2024-09-11,2024-09-11,Cairo,Egypt,Dammam,Saudi Arabia,DB Schenker,Road Transport,3426.8,13.7,7135.22,399.4,6,In Transit,0,1
SHP00874,PO00527,2023-06-21,2023-06-26,2023-06-27,Munich,Germany,Riyadh,Saudi Arabia,Maersk Line,Road Transport,2994.9,12.12,4706.27,100.03,3,In Transit,0,0
SHP00875,PO01217,2024-09-19,2024-10-14,2024-10-15,Dammam,Saudi Arabia,Dubai,UAE,NAQEL Express,Rail,62.0,0.2,74.6,4.52,4,Delivered,0,1
SHP00876,PO00007,2023-03-06,2023-03-30,2023-03-30,Dammam,Saudi Arabia,Jeddah,Saudi Arabia,DB Schenker,Air Freight,1661.5,7.61,1189.27,37.88,6,In Transit,0,0
SHP00877,PO00524,2024-05-15,2024-05-28,2024-05-28,Manama,Bahrain,Riyadh,Saudi Arabia,Saudi Post Logistics,Road Transport,4652.2,14.35,9635.05,639.42,7,Delivered,0,1
SHP00878,PO01031,2023-11-14,2023-12-02,2023-12-04,Muscat,Oman,Madinah,Saudi Arabia,Aramex,Sea Freight,2221.1,9.1,1950.66,61.03,4,Delivered,0,0
SHP00879,PO00434,2024-01-30,2024-02-04,2024-02-04,Amman,Jordan,Dubai,UAE,Agility Logistics,Rail,833.9,4.18,739.36,32.95,7,Delivered,0,0
SHP00880,PO00890,2024-03-28,2024-04-15,2024-04-15,Shanghai,China,Jubail,Saudi Arabia,DB Schenker,Rail,2710.3,11.33,6141.42,400.14,2,Delayed,0,0
SHP00881,PO00398,2024-07-12,2024-07-27,2024-07-27,Istanbul,Turkey,Riyadh,Saudi Arabia,NAQEL Express,Air Freight,4941.5,15.65,11739.34,518.85,4,In Transit,0,1
SHP00882,PO01864,2024-11-29,2024-12-08,2024-12-08,Riyadh,Saudi Arabia,Madinah,Saudi Arabia,NAQEL Express,Express Courier,1085.7,5.8,1062.33,46.54,3,Customs Hold,0,0
SHP00883,PO00700,2024-03-04,2024-03-07,2024-03-08,Munich,Germany,Jeddah,Saudi Arabia,FedEx,Air Freight,1038.5,3.7,2584.54,154.77,1,Delivered,0,0
SHP00884,PO01108,2023-08-10,2023-08-19,2023-08-19,Jeddah,Saudi Arabia,Riyadh,Saudi Arabia,DHL Global,Express Courier,1149.3,4.49,2566.17,192.12,5,Delayed,0,0
SHP00885,PO01587,2024-10-10,2024-10-30,2024-11-07,Muscat,Oman,Madinah,Saudi Arabia,Saudi Post Logistics,Rail,1268.0,4.07,3361.01,184.14,1,Delivered,0,0
SHP00886,PO01025,2024-12-09,2024-12-18,2024-12-18,Kuala Lumpur,Malaysia,Dubai,UAE,DB Schenker,Rail,237.5,1.33,660.75,39.1,2,Delivered,1,0
SHP00887,PO01240,2024-03-06,2024-03-18,2024-03-19,Manama,Bahrain,Jeddah,Saudi Arabia,Aramex,Rail,4810.3,28.32,11930.44,413.78,0,Delayed,0,0
SHP00888,PO00593,2023-02-13,2023-02-25,2023-02-25,Manama,Bahrain,Riyadh,Saudi Arabia,NAQEL Express,Sea Freight,2003.7,6.87,5431.4,129.58,7,Delivered,0,1
SHP00889,PO01088,2023-09-29,2023-10-12,2023-10-12,Amman,Jordan,Dubai,UAE,DHL Global,Rail,2807.9,9.0,7952.36,213.3,0,Delivered,0,1
SHP00890,PO00111,2024-09-07,2024-09-11,2024-09-11,Munich,Germany,Jubail,Saudi Arabia,Maersk Line,Air Freight,3114.6,11.51,8986.01,193.83,0,Delivered,0,0
SHP00891,PO00363,2023-10-20,2023-11-06,2023-11-06,Amman,Jordan,Dubai,UAE,DB Schenker,Rail,1462.8,4.64,3996.42,187.56,2,Delivered,0,0
SHP00892,PO00241,2023-04-05,2023-04-11,2023-04-14,Dammam,Saudi Arabia,Dammam,Saudi Arabia,Aramex,Air Freight,2895.7,10.19,2712.21,179.69,4,Delivered,0,0
SHP00893,PO01385,2023-06-14,2023-07-07,2023-07-09,Seoul,South Korea,Jeddah,Saudi Arabia,Saudi Post Logistics,Road Transport,1211.9,7.25,2232.94,150.15,5,Delivered,0,0
SHP00894,PO00974,2023-11-19,2023-11-26,2023-11-29,Riyadh,Saudi Arabia,Madinah,Saudi Arabia,FedEx,Rail,2084.9,7.73,3769.71,183.52,5,Delivered,0,0
SHP00895,PO00035,2023-07-27,2023-08-15,2023-08-15,Milan,Italy,Dammam,Saudi Arabia,Maersk Line,Sea Freight,4378.8,17.52,7277.28,159.23,0,In Transit,0,0
SHP00896,PO00195,2024-02-24,2024-03-04,2024-03-06,Muscat,Oman,Madinah,Saudi Arabia,Maersk Line,Road Transport,1005.1,5.09,2528.29,107.42,6,Delivered,0,0
SHP00897,PO00171,2023-02-26,2023-02-28,2023-03-01,Cairo,Egypt,Dammam,Saudi Arabia,FedEx,Road Transport,968.7,3.03,1537.28,121.71,6,Delivered,0,0
SHP00898,PO00795,2024-06-26,2024-07-02,2024-07-04,Manama,Bahrain,Madinah,Saudi Arabia,FedEx,Air Freight,629.0,3.72,397.03,21.04,2,Delivered,0,0
SHP00899,PO01416,2024-01-12,2024-02-02,2024-02-02,Shanghai,China,Dubai,UAE,DB Schenker,Sea Freight,1705.5,9.91,3691.89,200.69,0,Delivered,0,0
SHP00900,PO00012,2024-07-14,2024-07-30,2024-07-30,Amman,Jordan,Dammam,Saudi Arabia,Agility Logistics,Air Freight,1855.8,8.29,3117.01,143.17,5,Delivered,0,0
SHP00901,PO00058,2024-07-07,2024-07-25,2024-08-01,Mumbai,India,Jeddah,Saudi Arabia,Maersk Line,Rail,2100.4,7.04,1164.16,43.88,2,Delayed,0,0
SHP00902,PO00909,2023-04-23,2023-05-16,2023-05-16,Munich,Germany,Dammam,Saudi Arabia,NAQEL Express,Sea Freight,2517.0,13.36,2067.12,102.86,7,Delivered,0,0
SHP00903,PO00807,2023-09-05,2023-09-23,2023-09-23,Dubai,UAE,Riyadh,Saudi Arabia,DHL Global,Rail,4087.6,15.68,4591.14,223.32,1,Delivered,1,0
SHP00904,PO00529,2024-05-03,2024-05-08,2024-05-09,Kuala Lumpur,Malaysia,Jeddah,Saudi Arabia,DB Schenker,Road Transport,4439.8,12.94,7099.24,173.66,3,Delivered,0,0
SHP00905,PO01724,2023-02-10,2023-02-14,2023-02-17,Dammam,Saudi Arabia,Madinah,Saudi Arabia,Agility Logistics,Express Courier,1639.8,4.95,2121.41,49.24,5,Delivered,0,0
SHP00906,PO00016,2024-02-22,2024-03-10,2024-03-10,Manama,Bahrain,Riyadh,Saudi Arabia,Agility Logistics,Sea Freight,1071.2,3.29,839.17,50.62,7,Delivered,0,0
SHP00907,PO01951,2024-02-18,2024-03-05,2024-03-09,Dammam,Saudi Arabia,Jubail,Saudi Arabia,Saudi Post Logistics,Rail,2956.3,13.34,7675.9,273.04,0,Delivered,0,0
SHP00908,PO01332,2024-12-16,2024-12-27,2024-12-27,Amman,Jordan,Madinah,Saudi Arabia,Maersk Line,Rail,2787.1,8.15,7328.68,179.61,6,Customs Hold,0,0
SHP00909,PO00354,2024-12-28,2025-01-02,2025-01-02,Amman,Jordan,Dammam,Saudi Arabia,DB Schenker,Rail,4716.0,26.36,13081.87,676.2,2,Delivered,0,0
SHP00910,PO01833,2024-05-05,2024-05-30,2024-05-30,Munich,Germany,Dammam,Saudi Arabia,DB Schenker,Rail,321.3,1.27,923.15,51.56,5,Delivered,0,0
